Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	tree_length
3924	-2436.004	-2511.851	75.84725	0.0681877	0.23289	0.205506	0.0379655	0.0864849	0.0902255	0.00334719	0.0184061	0.0503271	0.0266934	0.116059	0.00398365	0.0178157	0.0366419	0.117395	0.108129	0.105245	0.140492	0.101411	0.049576	0.0659711	0.0154963	0.0387282	0.130811	0.099147	0.13894	0.0441698	0.000953262	0.13886	0.082612	0.0816138	0.0239992	0.0890281	0.0188055	0.118485	0.130601	0.117038	0.0525819	0.100258	0.0681607	0.060406	0.148321	0.127575	0.0790585	0.12279	0.0659121	0.315435	0.0708464	0.0879563	0.0713863	0.0436497	0.0867019	0.141458	0.019337	0.204275	0.355585	0.60394	0.854425	1.17038	1.65579	2.81227	0.7476469	0.0141523	0.0483359	0.0426524	0.00787968	0.0179498	0.0187262	0.000694705	0.00382016	0.0104453	0.00554018	0.0240879	0.000826801	0.00369763	0.00760498	0.0243652	0.0224421	0.0218435	0.029159	0.0210477	0.0102894	0.0136922	0.00321624	0.00803798	0.0271496	0.0205778	0.0288367	0.00916739	0.000197848	0.0288201	0.017146	0.0169388	0.00498101	0.0184777	0.00390305	0.0245913	0.027106	0.0242912	0.0109133	0.0208083	0.0141467	0.0125372	0.0307837	0.0264781	0.0164085	0.025485	0.01368	0.0654681	0.0147041	0.0182552	0.0148161	0.00905943	0.0179948	0.0293594	0.00401337	0.042397	4.818149
3960	-2421.139	-2498.394	77.25512	0.0149892	0.148057	0.0983501	0.0684056	0.0704072	0.0262801	0.00605913	0.00735515	0.0400749	0.0272841	0.116191	0.000750806	0.0430659	0.0317625	0.139117	0.0330866	0.0300028	0.0983213	0.102658	0.0796788	0.0478401	0.011512	0.0563725	0.13065	0.1125	0.0976965	0.0428981	0.00282182	0.0937401	0.121254	0.137013	0.0640955	0.106204	0.0599847	0.0892757	0.08785	0.127863	0.0258482	0.0712825	0.0596095	0.032195	0.091477	0.0780028	0.0616854	0.137601	0.0544824	0.143309	0.0832621	0.12815	0.0872597	0.0181274	0.0445372	0.134736	0.0435281	0.123618	0.327488	0.580175	0.843791	1.18513	1.72362	3.05355	0.8071656	0.00375652	0.0371054	0.024648	0.0171435	0.0176451	0.0065862	0.00151851	0.00184331	0.0100434	0.00683781	0.0291192	0.000188163	0.010793	0.00796016	0.0348649	0.00829201	0.00751915	0.0246408	0.0257276	0.0199687	0.0119895	0.00288508	0.0141278	0.0327428	0.0281943	0.0244842	0.0107509	0.00070719	0.0234927	0.0303882	0.0343375	0.0160633	0.0266163	0.0150331	0.0223739	0.0220166	0.0320445	0.00647795	0.0178645	0.0149391	0.00806857	0.0229255	0.0195487	0.0154593	0.0344848	0.0136541	0.0359154	0.0208668	0.0321163	0.0218686	0.00454301	0.0111617	0.0337669	0.0109088	0.0309806	3.99018
3996	-2431.114	-2507.894	76.78002	0.0352901	0.085865	0.0801751	0.0696068	0.133368	0.00813169	0.0390118	0.0648872	0.0192293	0.022473	0.0167903	0.0133491	0.0346605	0.0215589	0.0840516	0.122398	0.10539	0.184158	0.0613987	0.0651536	0.0629465	0.064921	0.123669	0.151868	0.132204	0.0515928	0.0684293	0.00425799	0.156093	0.168534	0.119703	0.0897215	0.0708807	0.0783872	0.0761642	0.0719627	0.0941983	0.0344499	0.0782628	0.0484795	0.0714895	0.10662	0.0548917	0.0362281	0.0781253	0.00552489	0.19764	0.140584	0.15494	0.0506163	0.026641	0.0450525	0.161105	0.0567807	0.101202	0.361641	0.608935	0.856624	1.16737	1.64221	2.76517	0.7354356	0.00820488	0.0199634	0.0186406	0.0161834	0.0310078	0.0018906	0.00907017	0.0150862	0.00447078	0.00522494	0.00390371	0.00310363	0.00805849	0.0050124	0.0195418	0.0284572	0.0245029	0.0428163	0.0142751	0.0151481	0.0146349	0.015094	0.0287529	0.0353091	0.0307372	0.0119952	0.0159097	0.000989973	0.0362913	0.0391837	0.0278306	0.0208601	0.0164796	0.0182249	0.017708	0.0167312	0.0219009	0.00800953	0.0181959	0.0112714	0.0166212	0.0247889	0.0127622	0.00842297	0.018164	0.00128453	0.0459509	0.0326855	0.0360232	0.0117682	0.00619398	0.0104746	0.0374567	0.0132014	0.0235292	4.301112
4032	-2432.931	-2508.985	76.05476	0.135157	0.0783811	0.0457407	0.0582945	0.0814648	0.000862449	0.0092015	0.0307845	0.00847705	0.0454016	0.0950883	0.00260675	0.0306479	0.00162451	0.133079	0.0846867	0.0417882	0.125953	0.0458137	0.171768	0.0779232	0.03901	0.096267	0.158809	0.096711	0.138631	0.118344	0.000986434	0.142036	0.208833	0.182306	0.0701606	0.150292	0.124131	0.0790715	0.104643	0.216195	0.0789894	0.0647543	0.00781804	0.0577076	0.0742302	0.145546	0.118896	0.1085	0.00148665	0.201714	0.070474	0.0739068	0.0258728	0.0431197	0.020811	0.183523	0.0353349	0.111079	0.316382	0.570496	0.839373	1.19136	1.75286	3.16073	0.8321102	0.0290353	0.0168383	0.00982628	0.0125232	0.0175008	0.000185276	0.00197672	0.00661331	0.00182109	0.00975344	0.0204274	0.000559997	0.00658397	0.000348987	0.0285889	0.0181929	0.00897719	0.0270579	0.00984196	0.0369001	0.0167399	0.00838035	0.0206806	0.0341162	0.020776	0.0297815	0.0254233	0.000211912	0.0305129	0.0448626	0.0391641	0.0150723	0.0322867	0.0266665	0.0169866	0.0224799	0.0464443	0.016969	0.0139109	0.00167952	0.0123971	0.0159466	0.0312671	0.0255419	0.0233087	0.000319371	0.0433333	0.0151396	0.0158771	0.00555816	0.00926323	0.00447075	0.0394255	0.00759085	0.0238627	4.654933
4068	-2434.019	-2513.201	79.18151	0.0465084	0.0497572	0.0712029	0.0378975	0.0573355	0.00076921	0.0249595	0.000426668	0.00739718	0.033426	0.0572274	0.0217417	0.012972	0.00815805	0.0477513	0.0415166	0.0512387	0.0976813	0.0251394	0.0412624	0.0660019	0.00959273	0.0236185	0.0593246	0.0781834	0.0495411	0.065148	0.00745994	0.10337	0.0535537	0.0667139	0.00904412	0.049816	0.088147	0.0538858	0.0448753	0.0966387	0.0520126	0.0322091	0.00281192	0.0396586	0.0517557	0.016934	0.0554762	0.0996598	0.0223026	0.186138	0.0555024	0.0823976	0.0218395	0.0332853	0.0123516	0.0872145	0.0300037	0.0926036	0.195902	0.45157	0.780334	1.2815	2.2145	5.1046	1.178706	0.0176607	0.0188944	0.027038	0.0143909	0.0217721	0.000292093	0.00947792	0.000162019	0.00280894	0.0126929	0.021731	0.00825601	0.00492589	0.00309787	0.0181327	0.0157651	0.0194569	0.0370926	0.00954623	0.0156686	0.025063	0.00364266	0.00896868	0.0225274	0.0296887	0.0188123	0.0247387	0.00283277	0.0392529	0.020336	0.0253334	0.00343434	0.0189167	0.0334722	0.0204621	0.0170406	0.0366967	0.0197508	0.0122308	0.00106778	0.0150596	0.0196532	0.00643038	0.021066	0.0378439	0.00846901	0.0706826	0.021076	0.031289	0.00829314	0.0126395	0.00469028	0.0331181	0.0113933	0.0351645	2.633441
4104	-2440.441	-2517.428	76.98687	0.0403886	0.095641	0.132006	0.0467514	0.0917804	0.0147434	0.00196327	0.0504331	0.00708714	0.0388985	0.115354	0.00812318	0.0249359	0.0224496	0.0713213	0.0960355	0.0663692	0.115348	0.0366353	0.0764979	0.104222	0.0181298	0.01879	0.111902	0.114329	0.0808155	0.0428623	0.045272	0.122994	0.0121611	0.0847752	0.0764279	0.118113	0.181708	0.0543274	0.199436	0.0575722	0.0134393	0.0567997	0.063277	0.0203038	0.0417042	0.122972	0.111619	0.235551	0.0262853	0.0353929	0.195143	0.0545998	0.0334765	0.0636118	0.112664	0.140164	0.0344897	0.204088	0.343041	0.593454	0.849769	1.17679	1.68505	2.9151	0.7736151	0.0097037	0.0229786	0.0317156	0.0112324	0.022051	0.00354223	0.000471693	0.012117	0.00170275	0.00934569	0.0277148	0.00195166	0.00599107	0.00539371	0.0171356	0.0230734	0.0159458	0.0277133	0.00880194	0.0183793	0.0250403	0.00435583	0.00451447	0.0268855	0.0274684	0.0194166	0.010298	0.010877	0.0295504	0.00292181	0.020368	0.0183625	0.0283778	0.0436568	0.0130526	0.0479161	0.0138322	0.0032289	0.0136466	0.0152029	0.00487817	0.0100198	0.0295452	0.0268175	0.0565931	0.00631527	0.00850345	0.0468848	0.0131181	0.00804303	0.0152833	0.0270685	0.0336756	0.00828644	0.0490338	4.162181
4140	-2432.893	-2510.611	77.71719	0.0318877	0.0902559	0.104347	0.0803207	0.0863273	0.00149083	0.00024666	0.0413455	0.017716	0.0192292	0.143474	0.0183019	0.0202126	0.020202	0.0843037	0.0770571	0.0458774	0.0974695	0.0439375	0.083028	0.0452795	0.0208619	0.0192774	0.178585	0.106401	0.0881864	0.114574	0.00288099	0.093614	0.0385554	0.0368868	0.00825833	0.0619368	0.00670662	0.145177	0.155662	0.0884114	0.00134349	0.0303509	0.036765	0.0373455	0.0658788	0.111664	0.194185	0.1046	0.00266306	0.021347	0.0973568	0.0678827	0.0666011	0.115395	0.0814856	0.178265	0.0902619	0.167309	0.382045	0.625455	0.863807	1.15767	1.59884	2.61749	0.6957496	0.0084159	0.0238206	0.0275395	0.0211985	0.0227838	0.000393464	6.50992e-05	0.010912	0.00467565	0.00507503	0.0378661	0.0048303	0.00533456	0.00533177	0.0222497	0.0203371	0.0121081	0.0257244	0.0115961	0.021913	0.0119503	0.00550593	0.00508776	0.0471326	0.0280817	0.0232744	0.0302387	0.000760361	0.0247069	0.0101756	0.00973527	0.00217956	0.0163465	0.00177003	0.0383155	0.0410827	0.0233338	0.000354579	0.00801031	0.00970312	0.00985633	0.0173869	0.0294708	0.0512498	0.0276063	0.000702843	0.00563396	0.0256947	0.0179158	0.0175776	0.0304553	0.0215059	0.0470484	0.0238222	0.0441567	3.788984
4176	-2439.952	-2515.65	75.69762	0.0625078	0.0348579	0.0882767	0.0685153	0.0784801	0.00711016	0.000660565	0.11369	0.0520721	0.0288397	0.119389	0.0313332	0.0295981	0.052613	0.112712	0.0473767	0.0595036	0.115495	0.114397	0.0698854	0.0998991	0.0123117	0.0378994	0.183268	0.139458	0.144085	0.112315	0.00456748	0.137666	0.0303182	0.106181	0.00208817	0.132892	0.0130882	0.09301	0.142392	0.0532681	0.0823823	0.0728843	0.0377345	0.0249467	0.0974449	0.111379	0.344935	0.0208218	0.126051	0.0885573	0.169282	0.0743295	0.0765987	0.093824	0.121615	0.228582	0.234395	0.0799105	0.288788	0.545662	0.827799	1.20802	1.83264	3.46274	0.8980956	0.0129746	0.0072354	0.0183234	0.0142216	0.01629	0.00147584	0.000137112	0.0235984	0.0108085	0.00598621	0.0247814	0.00650378	0.00614363	0.0109208	0.0233954	0.00983389	0.0123511	0.0239731	0.0237452	0.014506	0.0207359	0.00255552	0.00786671	0.0380406	0.0289471	0.0299074	0.0233129	0.000948063	0.0285751	0.0062931	0.0220398	0.000433438	0.0275841	0.00271669	0.0193059	0.0295561	0.0110568	0.0170999	0.0151285	0.00783249	0.00517814	0.0202265	0.0231188	0.0715976	0.00432193	0.0261641	0.0183817	0.0351375	0.0154284	0.0158995	0.0194749	0.0252435	0.0474463	0.048653	0.0165869	4.817693
4212	-2426.12	-2502.758	76.63865	0.0228832	0.150609	0.0665991	0.0443711	0.119368	0.00435133	0.00917009	0.0142543	0.0160902	0.0298475	0.115715	0.0033667	0.0495001	0.0261769	0.0915535	0.0858617	0.0728135	0.170616	0.0540777	0.0955593	0.112803	0.0179273	0.069447	0.149997	0.0981732	0.0729434	0.0629079	0.00078583	0.117557	0.0563773	0.092081	0.00410302	0.132924	0.00499358	0.0944318	0.252536	0.0853282	0.0417394	0.0985647	0.0284677	0.0291246	0.0388868	0.0876217	0.192285	0.0515656	0.266216	0.13954	0.215722	0.0737116	0.00387487	0.0820801	0.0278525	0.179664	0.0785838	0.024817	0.317959	0.57188	0.840008	1.19046	1.74862	3.14506	0.8285169	0.00528674	0.0347954	0.0153865	0.0102511	0.0275777	0.00100529	0.00211858	0.00329318	0.00371734	0.00689571	0.0267338	0.000777812	0.0114361	0.00604768	0.0211517	0.0198367	0.0168222	0.0394177	0.0124936	0.0220772	0.026061	0.00414177	0.0160444	0.034654	0.0226811	0.0168522	0.0145337	0.000181551	0.0271594	0.0130249	0.0212736	0.000947926	0.0307096	0.00115367	0.0218167	0.0583438	0.0197135	0.00964309	0.0227715	0.00657693	0.00672868	0.00898406	0.0202433	0.0444238	0.0119133	0.0615043	0.032238	0.0498386	0.0170297	0.000895217	0.0189631	0.0064348	0.041508	0.0181553	0.00573351	4.32842
4248	-2424.529	-2501.478	76.94888	0.00780789	0.160329	0.126543	0.0281854	0.126149	0.017024	0.02469	0.0124993	0.0580618	0.0125961	0.172254	0.0126656	0.0209385	0.0324867	0.0637059	0.0843294	0.0214522	0.121908	0.033438	0.0670232	0.0852729	0.0115328	0.0737047	0.092142	0.134047	0.105074	0.0699162	0.00740282	0.130118	0.102782	0.0330858	0.0822935	0.0717691	0.120011	0.0390376	0.12329	0.0855765	0.109384	0.0520485	0.0651758	0.118591	0.147857	0.011316	0.0819484	0.0450567	0.0554528	0.0959141	0.0560501	0.041905	0.083004	0.206322	0.0689674	0.0695496	0.187046	0.0553847	0.295264	0.551595	0.830597	1.20395	1.81292	3.38679	0.88206	0.00189415	0.0388948	0.0306984	0.00683759	0.0306029	0.00412991	0.00598965	0.00303226	0.0140854	0.00305574	0.0417878	0.0030726	0.00507955	0.00788107	0.0154547	0.0204578	0.00520417	0.0295742	0.00811186	0.0162594	0.0206867	0.0027978	0.0178803	0.0223531	0.0325189	0.0254903	0.0169612	0.00179588	0.0315659	0.0249342	0.00802642	0.0199639	0.0174107	0.029114	0.00947027	0.0299094	0.0207603	0.0265359	0.0126266	0.0158112	0.0287696	0.0358693	0.00274519	0.0198802	0.0109305	0.0134525	0.0232682	0.0135974	0.0101659	0.0201363	0.0500523	0.0167311	0.0168723	0.0453763	0.013436	4.122116
4284	-2429.623	-2507.815	78.1921	0.058762	0.102298	0.082738	0.0500801	0.0323751	0.0554723	0.0200893	0.0123881	0.0202189	0.0147537	0.0853813	0.00577775	0.0252352	0.025564	0.075433	0.0620813	0.0355506	0.0994415	0.025636	0.0598517	0.062774	0.0177939	0.0249452	0.155312	0.0617558	0.0735889	0.0392754	0.0158934	0.136101	0.0547674	0.0249566	0.121301	0.123332	0.0226794	0.0280639	0.110305	0.0919316	0.129254	0.0478933	0.0177116	0.0696002	0.234655	0.0336831	0.063726	0.0297262	0.0153504	0.156487	0.0265296	0.00187656	0.0883178	0.0947225	0.0555556	0.0497692	0.141156	0.075021	0.324525	0.577609	0.842625	1.18677	1.73127	3.08143	0.8137372	0.0170575	0.0296952	0.0240173	0.0145373	0.00939788	0.0161025	0.00583154	0.00359604	0.00586916	0.00428271	0.0247846	0.00167717	0.00732528	0.00742074	0.0218968	0.018021	0.0103197	0.0288659	0.00744163	0.0173738	0.0182221	0.00516522	0.00724111	0.0450841	0.0179265	0.0213614	0.0114009	0.00461354	0.0395076	0.0158979	0.00724441	0.0352113	0.035801	0.00658339	0.00814641	0.0320194	0.026686	0.0375199	0.0139025	0.00514135	0.0202036	0.0681157	0.00977755	0.0184984	0.00862893	0.00445591	0.0454252	0.00770103	0.00054473	0.025637	0.0274961	0.0161267	0.0144471	0.040975	0.0217772	3.44494
4320	-2437.156	-2513.858	76.70276	0.0358278	0.15331	0.108882	0.124456	0.016574	0.0683439	0.0427205	0.0910444	0.0230664	0.0275229	0.0929997	0.0042917	0.0590418	0.0284462	0.038615	0.172433	0.0552928	0.0492242	0.05286	0.0506076	0.0985369	0.0310339	0.0261795	0.226257	0.096926	0.13727	0.0567293	0.00771776	0.115458	0.0700735	0.0372907	0.0810509	0.157189	0.00251638	0.0567006	0.019186	0.0327862	0.123867	0.0437851	0.0220953	0.132422	0.235173	0.0751569	0.0920518	0.0345291	0.00400339	0.106746	0.143368	0.00973483	0.109317	0.10128	0.114755	0.0224771	0.208096	0.178737	0.328944	0.581432	0.844361	1.18433	1.71989	3.04004	0.8039579	0.00832032	0.0356034	0.0252858	0.0289026	0.00384899	0.0158716	0.00992103	0.0211433	0.00535675	0.00639168	0.0215974	0.000996667	0.0137113	0.00660609	0.00896761	0.0400442	0.0128407	0.0114314	0.0122757	0.0117526	0.0228833	0.00720704	0.0060797	0.0525439	0.0225092	0.0318784	0.0131743	0.0017923	0.0268129	0.0162732	0.00866005	0.0188225	0.0365041	0.000584381	0.0131676	0.00445558	0.00761398	0.0287657	0.0101683	0.00513121	0.0307525	0.0546146	0.0174538	0.0213773	0.00801872	0.000929711	0.0247898	0.0332944	0.00226073	0.0253868	0.0235204	0.0266496	0.00521988	0.0483265	0.0415083	4.306056
4356	-2431.706	-2507.814	76.10836	0.0301176	0.147553	0.178111	0.0531997	0.0463185	0.0104415	0.00862642	0.0735119	0.00855301	0.0355872	0.158797	0.00451159	0.0415031	0.0985918	0.138817	0.105007	0.106192	0.0740838	0.0560644	0.0651795	0.0951293	0.0107395	0.0210031	0.173028	0.134633	0.112025	0.0856659	0.0521786	0.125047	0.104532	0.0135444	0.178722	0.0882502	0.10622	0.0900676	0.0621118	0.0581751	0.171857	0.049315	0.012233	0.102596	0.240337	0.028514	0.0495705	0.0416003	0.0312648	0.167835	0.140352	0.0412557	0.0996715	0.0701247	0.0425193	0.0218991	0.118296	0.213768	0.293785	0.550246	0.829962	1.20487	1.81737	3.40385	0.8856925	0.00655464	0.0321127	0.0387631	0.0115781	0.0100805	0.00227244	0.00187741	0.0159988	0.00186143	0.00774502	0.0345597	0.000981881	0.00903252	0.021457	0.0302114	0.0228531	0.0231111	0.0161232	0.0122016	0.0141854	0.0207035	0.0023373	0.00457101	0.037657	0.0293009	0.0243806	0.0186439	0.0113559	0.0272146	0.0227498	0.00294773	0.0388961	0.0192063	0.0231172	0.0196019	0.0135177	0.012661	0.0374021	0.0107327	0.00266232	0.0223285	0.0523058	0.00620565	0.0107883	0.00905369	0.00680432	0.0365267	0.0305454	0.0089787	0.021692	0.0152616	0.0092537	0.00476601	0.0257453	0.0465235	4.594846
4392	-2436.622	-2512.927	76.30472	0.0156155	0.177218	0.0845713	0.0566805	0.0794043	0.00282557	0.0136314	0.0450862	0.00727308	0.0316762	0.112651	0.0101721	0.0502647	0.0599592	0.109969	0.0676343	0.0468225	0.0556017	0.13576	0.096075	0.0610971	0.0295558	0.0386288	0.150837	0.160512	0.0475066	0.0945395	0.00213675	0.141304	0.111422	0.0134505	0.160618	0.0556023	0.0219568	0.10597	0.0591747	0.0569585	0.106761	0.154725	0.0109492	0.105752	0.219029	0.0221273	0.139519	0.0227888	0.101589	0.0895491	0.180406	0.0454917	0.0940412	0.0641	0.111865	0.00744191	0.257884	0.248655	0.347552	0.597248	0.85146	1.17445	1.67435	2.87726	0.7641681	0.00342983	0.0389248	0.0185755	0.0124495	0.0174406	0.000620618	0.00299405	0.00990287	0.00159748	0.00695747	0.0247431	0.00223423	0.0110403	0.0131696	0.024154	0.0148554	0.0102842	0.0122125	0.0298188	0.0211022	0.0134196	0.00649173	0.00848455	0.0331304	0.0352553	0.0104345	0.020765	0.000469324	0.0310365	0.0244731	0.00295431	0.0352786	0.0122127	0.00482267	0.0232755	0.0129973	0.0125106	0.0234492	0.0339842	0.00240491	0.0232277	0.0481083	0.00486011	0.0306444	0.00500541	0.0223134	0.0196689	0.0396249	0.00999195	0.0206555	0.0140791	0.0245705	0.00163457	0.0566426	0.0546154	4.552836
4428	-2425.097	-2501.033	75.93593	0.0610535	0.187918	0.11222	0.0999071	0.0744258	0.0258674	0.0237693	0.0140434	0.0162112	0.0547759	0.0951036	0.0037241	0.0495923	0.0320667	0.0641645	0.159308	0.0379956	0.187343	0.108071	0.0902794	0.126521	0.015455	0.0786921	0.226851	0.120204	0.099005	0.109964	0.00144005	0.17235	0.107872	0.141978	0.154516	0.0982768	0.0499855	0.0427245	0.0173916	0.0149819	0.0488407	0.12165	0.0893764	0.0717318	0.20457	0.0360615	0.0713032	0.059883	0.0398008	0.124232	0.155465	0.0810249	0.121649	0.127045	0.0498376	0.0130973	0.215363	0.0705047	0.36345	0.610419	0.857274	1.16649	1.63822	2.75141	0.7318275	0.0127794	0.0393341	0.0234894	0.0209121	0.0155784	0.00541444	0.00497528	0.0029395	0.00339325	0.0114654	0.0199066	0.000779511	0.0103804	0.00671205	0.0134306	0.0333455	0.00795306	0.0392137	0.0226208	0.0188969	0.0264828	0.00323496	0.0164715	0.0474834	0.0251605	0.0207233	0.0230172	0.000301425	0.0360754	0.0225793	0.0297182	0.0323425	0.0205708	0.0104627	0.0089429	0.00364032	0.00313595	0.0102231	0.0254632	0.0187078	0.0150146	0.0428195	0.00754822	0.0149248	0.0125344	0.00833092	0.0260037	0.0325411	0.0169597	0.025463	0.0265924	0.0104318	0.00274147	0.0450787	0.0147577	4.777484
4464	-2431.412	-2508.378	76.96615	0.053836	0.140372	0.0489094	0.0719668	0.0773158	0.0199751	0.00907218	0.0721224	0.0342773	0.070884	0.157542	0.00716709	0.0406278	0.0015454	0.118676	0.053543	0.0422973	0.145594	0.0661424	0.0984625	0.0367708	0.0146287	0.0724251	0.120068	0.10185	0.132158	0.0715813	0.0149775	0.160194	0.0442566	0.0744413	0.0989475	0.0895733	0.0410969	0.0548081	0.0878007	0.014463	0.028009	0.0830622	0.0331339	0.0853748	0.178356	0.0270358	0.00670753	0.058763	0.0741637	0.0899055	0.173684	0.0142993	0.0366181	0.203068	0.060979	0.0823657	0.18935	0.136043	0.301792	0.557509	0.833365	1.19995	1.79369	3.31354	0.8662491	0.0130629	0.0340602	0.0118675	0.0174622	0.0187601	0.00484681	0.0022013	0.0175	0.00831712	0.0171995	0.0382265	0.00173904	0.00985804	0.00037498	0.0287959	0.0129918	0.0102631	0.0353273	0.016049	0.0238912	0.00892216	0.00354954	0.0175734	0.0291335	0.0247132	0.0320671	0.0173687	0.00363419	0.03887	0.0107385	0.0180626	0.0240089	0.0217343	0.00997185	0.0132988	0.0213042	0.00350934	0.00679618	0.0201544	0.0080397	0.0207156	0.0432768	0.00656003	0.00162753	0.0142584	0.0179953	0.0218149	0.0421432	0.00346961	0.00888511	0.0492729	0.0147961	0.0199854	0.0459443	0.0330098	4.121288
4500	-2426.256	-2503.556	77.30041	0.0306641	0.0876022	0.06024	0.136585	0.113887	0.00239183	0.0116168	0.0308491	0.00873661	0.0174838	0.0807333	0.00551235	0.0277299	0.00940177	0.0743686	0.0915951	0.0816068	0.130064	0.0334667	0.105848	0.103957	0.0279934	0.0744822	0.125235	0.062199	0.0465904	0.099702	0.00155092	0.158292	0.0774212	0.127237	0.113253	0.103678	0.0791608	0.00914876	0.0374232	0.0402419	0.129447	0.0387183	0.0576071	0.0858479	0.156389	0.0454938	0.0107158	0.0820591	0.0244353	0.102612	0.0590819	0.0886424	0.0887105	0.178893	0.0795796	0.0653617	0.181611	0.0863099	0.348051	0.597665	0.851646	1.1742	1.67318	2.87314	0.7631311	0.00768628	0.0219584	0.0150998	0.0342364	0.0285469	0.000599538	0.00291188	0.00773265	0.00218992	0.00438249	0.0202366	0.00138173	0.00695078	0.00235665	0.0186413	0.0229593	0.0204556	0.032602	0.00838878	0.0265318	0.0260578	0.00701683	0.0186697	0.0313914	0.0155908	0.0116784	0.0249913	0.000388754	0.0396775	0.0194064	0.0318932	0.028388	0.0259879	0.0198425	0.00229323	0.00938052	0.0100871	0.0324473	0.00970514	0.0144398	0.0215187	0.0392004	0.0114035	0.00268602	0.020569	0.00612496	0.0257208	0.0148095	0.0222191	0.0222362	0.0448415	0.0199475	0.0163836	0.0455226	0.0216345	3.989461
4536	-2437.731	-2514.437	76.70629	0.0331896	0.0576054	0.0726177	0.054237	0.130822	0.0021507	0.00355794	0.0183053	0.00583291	0.062852	0.177738	0.0146153	0.0458388	0.0183125	0.0627787	0.137804	0.0358304	0.186868	0.0460182	0.0965334	0.128041	0.0432589	0.0401399	0.167029	0.0616549	0.0838177	0.07585	0.00679128	0.0965403	0.0493558	0.175052	0.111908	0.0213409	0.0659797	0.00784407	0.183381	0.130926	0.0820139	0.0794231	0.0122093	0.0982901	0.0616282	0.0381417	0.018899	0.0799362	0.012829	0.11588	0.0953323	0.0797408	0.0683592	0.170688	0.0987368	0.0538092	0.190749	0.0894238	0.230645	0.488997	0.799962	1.25006	2.045	4.33566	1.060651	0.00798112	0.0138524	0.0174624	0.0130424	0.0314589	0.00051718	0.000855579	0.00440188	0.00140265	0.0151141	0.0427409	0.00351455	0.0110229	0.00440363	0.0150964	0.0331379	0.00861616	0.0449363	0.011066	0.0232135	0.0307901	0.0104025	0.00965248	0.0401656	0.0148262	0.0201557	0.0182397	0.0016331	0.0232151	0.0118686	0.042095	0.0269105	0.00513187	0.0158662	0.00188627	0.0440978	0.0314839	0.019722	0.0190989	0.00293599	0.0236359	0.0148198	0.00917195	0.00454465	0.0192223	0.00308499	0.0278658	0.0229246	0.0191753	0.0164384	0.0410455	0.0237433	0.0129396	0.0458696	0.0215038	4.158509
